18:39:10.095460 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:10.143333 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:10.175198 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:10.286749 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:10.429427 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:11.157723 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:11.205674 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:11.221607 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:11.269057 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:11.348354 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:12.190169 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:12.269648 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:12.333417 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:12.381474 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:12.540231 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:13.112390 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:13.160010 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:13.207825 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:13.255570 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:13.334960 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:14.095864 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:14.143403 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:14.191002 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:14.206957 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:14.365600 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:15.096036 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:15.143799 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:15.222390 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:15.286547 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:15.397701 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:16.175679 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:16.255009 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:16.303236 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:16.351054 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:16.430639 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:17.097953 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:17.130044 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:17.225242 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:17.225376 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67  ASCII: setLog
18:39:17.336195 [EBC -> TOOL] HEX: 73  ASCII: s
18:39:17.383753 [TOOL -> EBC] HEX: 54 69 6D 65 0D  ASCII: Time.
18:39:17.399465 [EBC -> TOOL] HEX: 65 74 4C 6F 67  ASCII: etLog
18:39:17.542851 [EBC -> TOOL] HEX: 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: Time...30..
18:39:17.986704 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:18.082519 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:18.114663 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:18.177570 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:18.209888 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:18.258048 [EBC -> TOOL] HEX: 0D 0D 0A 3F 0D 0A  ASCII: ...?..
18:39:18.401396 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:19.099305 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:19.210185 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:19.242135 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:19.369204 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:19.480949 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:20.100303 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:20.163644 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:20.163811 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:20.227215 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:20.291183 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:21.114835 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:21.162619 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:21.226890 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:21.274983 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:21.434384 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:22.100354 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:22.132024 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:22.163607 [TOOL -> EBC] HEX: 73  ASCII: s
18:39:22.227739 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:22.259689 [TOOL -> EBC] HEX: 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: etLogTime.
18:39:22.355383 [EBC -> TOOL] HEX: 73  ASCII: s
18:39:22.466384 [EBC -> TOOL] HEX: 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: etLogTime...30..
18:39:23.164763 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:23.212757 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:23.260814 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:23.292604 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:23.372287 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:24.133386 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:24.181366 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:24.229267 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:24.277405 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:24.389275 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:25.134284 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:25.197596 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:25.261380 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:25.309041 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:25.404612 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:26.101847 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:26.165682 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:26.213089 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:26.244962 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:26.325086 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:27.181640 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:27.229593 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:27.277708 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:27.293379 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:27.372260 [EBC -> TOOL] HEX: 73  ASCII: s
18:39:27.435910 [EBC -> TOOL] HEX: 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: etLogTime...30..
18:39:28.103337 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:28.134657 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:28.166559 [TOOL -> EBC] HEX: 73  ASCII: s
18:39:28.292622 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:28.292743 [TOOL -> EBC] HEX: 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: etLogTime.
18:39:28.340562 [EBC -> TOOL] HEX: 73  ASCII: s
18:39:28.403576 [EBC -> TOOL] HEX: 65  ASCII: e
18:39:28.626094 [EBC -> TOOL] HEX: 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: tLogTime...30..
18:39:29.102404 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:29.150377 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:29.182599 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:29.230291 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:29.341690 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:30.103189 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:30.165740 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:30.229523 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:30.277653 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:30.341305 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:31.165995 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:31.260744 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:31.276768 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:31.387756 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:31.483673 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:32.165517 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:32.244669 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:32.260702 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:32.292782 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:32.403555 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:33.148672 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:33.196519 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:33.212507 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:33.276009 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:33.371182 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:34.149587 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:34.245475 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:34.277429 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:34.357267 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:34.437016 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:35.118128 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:35.181248 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:35.276735 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:35.276821 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:35.404307 [EBC -> TOOL] HEX: 73  ASCII: s
18:39:35.579220 [EBC -> TOOL] HEX: 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: etLogTime...30..
18:39:36.088518 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:36.151879 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:36.215484 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:36.247607 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:36.406572 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:37.119634 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:37.215646 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:37.215795 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:37.295126 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:37.405990 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:38.135761 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:38.183554 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:38.263466 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:38.327112 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:38.406354 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:39.135702 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:39.199307 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:39.231235 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:39.263641 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:39.437520 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:40.103584 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:40.151327 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:40.151518 [TOOL -> EBC] HEX: 73  ASCII: s
18:39:40.262401 [TOOL -> EBC] HEX: 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: etLogTime.
18:39:40.278144 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:40.484025 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:41.101679 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:41.181650 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:41.197338 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:41.292715 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:41.339882 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:42.101647 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:42.229074 [EBC -> TOOL] HEX: 0D 0D 0A 3F 0D 0A  ASCII: ...?..
18:39:42.245033 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:42.340814 [EBC -> TOOL] HEX: 73  ASCII: s
18:39:42.467866 [EBC -> TOOL] HEX: 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: etLogTime...30..
18:39:43.087799 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:43.151080 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:43.151305 [TOOL -> EBC] HEX: 73  ASCII: s
18:39:43.262442 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:43.342081 [TOOL -> EBC] HEX: 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: etLogTime.
18:39:43.357911 [EBC -> TOOL] HEX: 73  ASCII: s
18:39:43.548932 [EBC -> TOOL] HEX: 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: etLogTime...30..
18:39:44.103483 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:44.151334 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:44.215289 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:44.279413 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:44.405582 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:45.102339 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:45.150016 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:45.182035 [TOOL -> EBC] HEX: 73  ASCII: s
18:39:45.245802 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:45.261770 [TOOL -> EBC] HEX: 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: etLogTime.
18:39:45.372978 [EBC -> TOOL] HEX: 73  ASCII: s
18:39:45.452465 [EBC -> TOOL] HEX: 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: etLogTime...30..
18:39:46.133937 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:46.182290 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:46.230062 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:46.326078 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:46.467877 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:47.103624 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:47.199550 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:47.231875 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:47.279102 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: ..?..setLogTime...30..
18:39:48.133705 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:48.212950 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:48.276356 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:48.292320 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:48.371657 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:49.103167 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:49.134808 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:49.183114 [TOOL -> EBC] HEX: 73  ASCII: s
18:39:49.231042 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:49.295225 [TOOL -> EBC] HEX: 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: etLogTime.
18:39:49.375007 [EBC -> TOOL] HEX: 73  ASCII: s
18:39:49.501759 [EBC -> TOOL] HEX: 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: etLogTime...30..
18:39:50.105335 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:50.153247 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:50.200809 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:50.200889 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:50.344210 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:51.091514 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:51.170929 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:51.218908 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:51.283042 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:51.394871 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:52.093593 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:52.157354 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:52.189076 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:52.253154 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:52.364643 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:53.126544 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:53.174409 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:53.221838 [TOOL -> EBC] HEX: 73  ASCII: s
18:39:53.254081 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:53.349902 [TOOL -> EBC] HEX: 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: etLogTime.
18:39:53.350005 [EBC -> TOOL] HEX: 73  ASCII: s
18:39:53.540722 [EBC -> TOOL] HEX: 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: etLogTime...30..
18:39:54.096175 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:54.192120 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:54.224023 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:54.272080 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:54.367207 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:55.127726 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:55.191969 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:55.255584 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:55.303111 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:55.351116 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:56.096202 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:56.159283 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:56.191423 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:56.270285 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:56.397608 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:57.127011 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:57.174925 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:57.207110 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:57.302855 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:57.414472 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:58.097628 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:58.208703 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:58.255450 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:58.303509 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:58.429866 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:39:59.097374 [TOOL -> EBC] HEX: 0D  ASCII: .
18:39:59.144672 [EBC -> TOOL] HEX: 0D  ASCII: .
18:39:59.176738 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
18:39:59.208841 [EBC -> TOOL] HEX: 0D 0A 3F 0D 0A  ASCII: ..?..
18:39:59.336418 [EBC -> TOOL] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D 0D 0A 33 30 0D 0A  ASCII: setLogTime...30..
18:40:00.097413 [TOOL -> EBC] HEX: 0D  ASCII: .
18:40:00.160936 [EBC -> TOOL] HEX: 0D  ASCII: .
18:40:00.177017 [TOOL -> EBC] HEX: 73 65 74 4C 6F 67 54 69 6D 65 0D  ASCII: setLogTime.
